"SUBJ";"CRSE";"SEQ";"CATALOG_TITLE";"INSTR_TYPE";"DAYS";"START_TIME";"END_TIME";"ROOM_CAP"
"HIST";3810;"B04";"Historical Theory";"TUT";"R";1035;1125;40
"HIST";3902;"B";"Topics in European History";"LEC";"M";1805;2055;63
"HIST";3902;"BOD";"Topics in European History";"VOD";;;;
"HIST";3902;"C";"Topics in European History";"LEC";"MW";1305;1425;66
"HIST";3902;"D";"Topics in European History";"LEC";;;;
"HIST";3902;"V";"Topics in European History";"LEC";;;;
"HIST";3902;"VOD";"Topics in European History";"VOD";;;;
"HIST";3903;"B";"Topics in Canadian History";"LEC";"TR";835;955;66
"HIST";3906;"A";"Topics in World History";"LEC";;;;
"HIST";3907;"A";"Transnation or Thematic Topic";"LEC";"MW";1605;1725;66
"HIST";3907;"B";"Transnation or Thematic Topic";"LEC";"MW";1135;1255;66
"HIST";3999;"A";"Co-op Work Term";"WRK";;;;
"HIST";4006;"A";"Seminar in Medieval History";"SEM";"M";835;1125;28
"HIST";4100;"A";"Sem. in Early Modern European";"SEM";;;;
"HIST";4200;"A";"Seminar in European History";"SEM";"M";1435;1725;40
"HIST";4302;"A";"Canada: Ideas & Culture";"SEM";"R";835;1125;40
"HIST";4302;"B";"Canada: Ideas & Culture";"SEM";"R";1435;1725;21
"HIST";4304;"A";"Canada: Politics & Society";"SEM";"R";1805;2055;28
"HIST";4400;"A";"Seminar in U.S. History";"SEM";"W";1135;1425;16
"HIST";4500;"A";"Seminar in British History";"SEM";"W";1435;1725;27
"HIST";4505;"A";"Sem: Women's and Gender Hist";"SEM";"W";835;1125;28
"HIST";4604;"A";"Central Europe, Past & Present";"SEM";"T";1805;2055;58
"HIST";4700;"A";"Seminar in World History";"SEM";;;;
"HIST";4802;"A";"Sem. in International History";"SEM";"F";835;1125;28
"HIST";4805;"A";"Seminar on Transnational Topic";"SEM";"F";1135;1425;40
"HIST";4805;"B";"Seminar on Transnational Topic";"SEM";"M";1435;1725;57
"HIST";4910;"A";"Honours Research Project";"REP";;;;
"HIST";4915;"D";"Topics in History";"SEM";"T";835;1125;28
"HLTH";1000;"A";"Fundamentals of Health";"LEC";"M";835;1125;151
"HLTH";1000;"A01";"Fundamentals of Health";"SEM";"R";1235;1325;31
"HLTH";1000;"A02";"Fundamentals of Health";"SEM";"T";1635;1725;31
"HLTH";1000;"A03";"Fundamentals of Health";"SEM";"T";1135;1225;40
"HLTH";1000;"A04";"Fundamentals of Health";"SEM";;;;
"HLTH";1000;"A05";"Fundamentals of Health";"SEM";"M";1535;1625;29
"HUMR";1001;"A";"Introduction to Human Rights";"LEC";"M";1805;1955;391
"HUMR";1001;"A01";"Introduction to Human Rights";"GRP";"M";1635;1725;25
"HUMR";1001;"A02";"Introduction to Human Rights";"GRP";"M";1635;1725;28
"HUMR";1001;"A03";"Introduction to Human Rights";"GRP";"M";1635;1725;32
"HUMR";1001;"A04";"Introduction to Human Rights";"GRP";"M";1635;1725;29
"HUMR";1001;"A05";"Introduction to Human Rights";"GRP";"M";1635;1725;36
"HUMR";1001;"A06";"Introduction to Human Rights";"GRP";"M";1635;1725;36
"HUMR";1001;"A07";"Introduction to Human Rights";"GRP";"M";1635;1725;32
"HUMR";1001;"A08";"Introduction to Human Rights";"GRP";"M";1635;1725;36
"HUMR";1001;"A09";"Introduction to Human Rights";"GRP";"M";2005;2055;23
"HUMR";1001;"A10";"Introduction to Human Rights";"GRP";"M";2005;2055;23
"HUMR";1001;"A11";"Introduction to Human Rights";"GRP";"M";2005;2055;40
"HUMR";1001;"A12";"Introduction to Human Rights";"GRP";"M";2005;2055;40
"HUMR";1001;"A13";"Introduction to Human Rights";"GRP";"M";2005;2055;40
"HUMR";1001;"A14";"Introduction to Human Rights";"GRP";"M";2005;2055;40
"HUMR";1001;"A15";"Introduction to Human Rights";"GRP";"M";2005;2055;40
"HUMR";1001;"A16";"Introduction to Human Rights";"GRP";"M";2005;2055;40
"HUMR";1001;"B";"Introduction to Human Rights";"LEC";"W";1135;1325;444
"HUMR";1001;"B1";"Introduction to Human Rights";"GRP";"R";1235;1325;48
"HUMR";1001;"B10";"Introduction to Human Rights";"GRP";"M";1535;1625;28
"HUMR";1001;"B11";"Introduction to Human Right";;;;;
"HUMR";1001;"B12";"Introduction to Human Rights";"GRP";"M";1535;1625;40
"HUMR";1001;"B13";"Introduction to Human Rights";"GRP";"T";1035;1125;27
"HUMR";1001;"B14";"Introduction to Human Rights";"GRP";"F";935;1025;27
"HUMR";1001;"B15";"Introduction to Human Rights";"GRP";"F";935;1025;27
"HUMR";1001;"B16";"Introduction to Human Rights";"GRP";"M";1235;1325;40
"HUMR";1001;"B2";"Introduction to Human Rights";"GRP";"R";1235;1325;23
"HUMR";1001;"B3";"Introduction to Human Rights";"GRP";"R";1235;1325;27
"HUMR";1001;"B4";"Introduction to Human Rights";"GRP";"R";1235;1325;48
"HUMR";1001;"B5";"Introduction to Human Rights";"GRP";"R";1635;1725;40
"HUMR";1001;"B6";"Introduction to Human Rights";"GRP";"R";1635;1725;40
"HUMR";1001;"B7";"Introduction to Human Rights";"GRP";"M";1235;1325;40
"HUMR";1001;"B8";"Introduction to Human Rights";"GRP";"M";1235;1325;40
"HUMR";1001;"B9";"Introduction to Human Rights";"GRP";"M";1235;1325;40
"HUMR";1001;"PA2";"Introduction to Human Rights";"PAS";;;;
"HUMR";1001;"PB2";"Introduction to Human Rights";"PAS";;;;
"HUMR";2202;"A";"Power Relations & Human Rights";"LEC";"F";1235;1425;204
"HUMR";2202;"A01";"Power Relations & Human Rights";"GRP";"M";1235;1325;27
"HUMR";2202;"A02";"Power Relations & Human Rights";"GRP";"W";1235;1325;29
"HUMR";2202;"A03";"Power Relations & Human Rights";"GRP";"M";1235;1325;29
"HUMR";2202;"A04";"Power Relations & Human Rights";"GRP";"W";1535;1625;48
"HUMR";2402;"A";"Agents of Political Violence";"LEC";"W";1805;1955;115
"HUMR";2402;"A1";"Agents of Political Violence";"GRP";"R";1905;1955;27
"HUMR";2402;"A2";"Agents of Political Violence";"GRP";"W";2005;2055;30
"HUMR";2402;"A3";"Agents of Political Violence";"GRP";"R";1805;1855;27
"HUMR";2402;"A4";"Agents of Political Violence";"GRP";"W";2005;2055;28
"HUMR";2502;"A";"Social & Political Movements";"LEC";"M";835;1025;66
"HUMR";2502;"A1";"Social & Political Movements";"GRP";"M";1335;1425;29
"HUMR";2502;"A2";"Social & Political Movements";"GRP";"M";1135;1225;40
"HUMR";3002;"A";"Right to the City";"LEC";"F";1435;1725;29
"HUMR";3302;"A";"Culture, Reli & Women's HR";"LEC";"R";1805;2055;35
"HUMR";3303;"A";"Child Rights";"LEC";"W";1435;1725;78
"HUMR";3401;"A";"Hist of Persecution & Genocide";"LEC";"F";1135;1425;23
"HUMR";3503;"A";"Global Environmental Justice";"LEC";"M";1435;1725;27
"HUMR";4302;"A";"Transgender Human Rights";"SEM";"T";835;1125;25
"HUMR";4401;"A";"Gender, Citizenship and Social";"SEM";"W";1435;1725;36
"HUMR";4905;"A";"Practic Placement Human Rights";"OTH";;;;
"HUMR";4907;"A";"Special Topic in Human Rights";"SEM";"F";1135;1425;27
"HUMR";4908;"B";"Independent Study";"IND";;;;
"HUMS";1000;"A";"Myth and Symbol";"LEC";"TR";1435;1555;93
"HUMS";1000;"A1";"Myth and Symbol";"TUT";"M";1605;1725;19
"HUMS";1000;"A2";"Myth and Symbol";"TUT";"W";1435;1555;19
"HUMS";1000;"A3";"Myth and Symbol";"TUT";"R";1305;1425;19
"HUMS";1000;"A4";"Myth and Symbol";"TUT";;;;
"HUMS";1005;"A";"Early Human Culture";"LEC";"M";835;1125;93
"HUMS";1500;"B";"Intro to Hum: 5 Bks Chdg Wrld";"LEC";"WF";835;955;96
"HUMS";2000;"A";"Reason and Revelation";"LEC";"WF";1005;1125;93
"HUMS";2000;"A1";"Reason and Revelation";"TUT";"R";1005;1125;19
"HUMS";2000;"A2";"Reason and Revelation";"TUT";"R";835;955;19
"HUMS";2000;"A3";"Reason and Revelation";"TUT";"T";835;955;19
"HUMS";2102;"A";"Modern European Art 1527-2000";"LEC";"WF";1605;1725;93
"HUMS";3000;"A";"Culture and Imagination";"LEC";"MW";1135;1255;93
"HUMS";3000;"A1";"Culture and Imagination";"TUT";"T";1135;1255;19
"HUMS";3000;"A2";"Culture and Imagination";"TUT";"T";1435;1555;19
"HUMS";3000;"A3";"Culture and Imagination";"TUT";"T";1005;1125;19
"HUMS";3103;"A";"Western Music 1850-2000";"LEC";"T";1805;2055;93
"HUMS";3200;"A";"European Literature";"LEC";"TR";1605;1725;93
"HUMS";4000;"A";"Pol, Modernity & Common Good";"LEC";"TR";1005;1125;93
"HUMS";4000;"A1";"Pol, Modernity & Common Good";"TUT";"M";1435;1555;19
"HUMS";4000;"A2";"Pol, Modernity & Common Good";"TUT";"W";1005;1125;19
"HUMS";4002;"A";"Directed Studies in Humanities";"IND";;;;
"HUMS";4104;"A";"Modern Intellectual History";"LEC";"R";1135;1425;93
"HUMS";4901;"B";"Res Sem: Antiquity to Mid Ages";"SEM";"M";835;1125;21
"IDES";1001;"A";"Industrial Design Analysis";"LEC";"F";1135;1425;96
"IDES";1301;"A";"Projects IB";"STU";"M";935;1125;50
"IDES";1301;"A";"Projects IB";"STU";"M";1235;1625;50
"IDES";1301;"B";"Projects IB";"STU";"T";935;1125;50
"IDES";1301;"B";"Projects IB";"STU";"T";1235;1625;50
"IDES";2102;"A";"Mass Prod Tech for Ind Des B";"LEC";"R";1805;2055;58
"IDES";2102;"A1";"Mass Prod Tech for Ind Des B";"LAB";"R";1135;1425;50
"IDES";2105;"A";"Computer Applications Design I";"LEC";"F";935;1055;48
"IDES";2105;"A1";"Computer Applications Design I";"TUT";"F";1105;1225;48
"IDES";2302;"A";"Projects IIB";"STU";"T";935;1125;50
"IDES";2302;"A";"Projects IIB";"STU";"T";1235;1625;50
"IDES";2302;"B";"Projects IIB";"STU";"T";935;1125;50
"IDES";2302;"B";"Projects IIB";"STU";"T";1235;1625;50
"IDES";2600;"A";"Ergonomics for Ind Design";"LEC";"F";1435;1725;52
"IDES";3104;"A";"Exhibition Design";"LEC";"T";835;1125;36
"IDES";3302;"A";"Projects IIIB";"STU";"R";935;1125;50
"IDES";3302;"A";"Projects IIIB";"STU";"R";1235;1625;50
"IDES";3302;"B";"Projects IIIB";"STU";"R";935;1125;25
"IDES";3302;"B";"Projects IIIB";"STU";"R";1235;1625;25
"IDES";3306;"A";"3rd Year Spec Ind Des Studies";"LEC";"W";835;1125;51
"IDES";3503;"A";"Professional Practice";"LEC";"W";1805;2055;51
"IDES";3999;"A";"Co-op Work Term";"WRK";;;;
"IDES";4302;"A";"Minor Projects B";"STU";"T";935;1125;48
"IDES";4302;"A";"Minor Projects B";"STU";"T";1235;1625;48
"IDES";4302;"B";"Minor Projects B";"STU";"T";935;1125;48
"IDES";4302;"B";"Minor Projects B";"STU";"T";1235;1625;48
"IDES";4310;"A";"Major Project";"STU";"RF";935;1125;48
"IDES";4310;"A";"Major Project";"STU";"RF";1235;1625;48
"IDES";4310;"B";"Major Project";"LEC";"RF";935;1125;48
"IDES";4310;"B";"Major Project";"LEC";"RF";1235;1625;48
"IMD";1001;"A";"Graphic Design";"WKS";"T";805;1055;76
"IMD";1001;"B";"Graphic Design";"WKS";"R";805;1055;76
"IMD";1005;"A";"Web Development";"WKS";"T";1205;1655;76
"IMD";1005;"B";"Web Development";"WKS";"R";1205;1655;76
"IMD";2005;"A";"Motion Graphics";"WKS";"M";805;1055;76
"IMD";2005;"B";"Motion Graphics";"WKS";"M";1205;1455;76
"IMD";2900;"A";"Design Studio I";"STU";"F";1135;1325;77
"IMD";2900;"A";"Design Studio I";"STU";"W";935;1225;77
"IMD";2900;"A";"Design Studio I";"STU";"W";1335;1625;77
"IMD";3001;"A";"Product Design Methodology";"LEC";"T";1735;2025;77
"IMD";3002;"A";"3D Computer Graphics";"LEC";"TR";1205;1325;60
"IMD";3002;"A1";"3D Computer Graphics";"TUT";"T";1435;1625;60
"IMD";3901;"A";"Design Studio 3";"STU";"W";805;1155;76
"IMD";3901;"A";"Design Studio 3";"STU";"F";1305;1655;76
"IMD";3901;"B";"Design Studio 3";"STU";"F";805;1155;76
"IMD";3901;"B";"Design Studio 3";"STU";"W";1305;1655;76
"IMD";4002;"A";"Technology & Culture";"SEM";"F";835;1125;77
"IMD";4005;"A";"Advanced Topics in Multimedia";"LEC";"T";1435;1725;77
"IMD";4901;"A";"Senior IMD Project";"TUT";"MTR";835;1225;60
"INAF";3000;"F";"Policy in a Global Context";"SEM";"M";1135;1425;35
"INAF";4202;"W";"Issues in Development Mgmt";"SEM";"M";1435;1725;42
"INDG";1000;"A";"Introduc to Indigenous Studies";"LEC";"W";1805;1955;71
"INDG";1000;"A1";"Introduc to Indigenous Studies";"GRP";"R";935;1025;47
"INDG";1000;"A2";"Introduc to Indigenous Studies";"GRP";"R";1035;1125;40
"INDG";2011;"A";"Framing Contempor Indig Issues";"LEC";"T";1135;1425;57
"INDG";2011;"A1";"Framing Contempor Indig Issues";"GRP";;;;
"INDG";2011;"A2";"Framing Contempor Indig Issues";"GRP";;;;
"INDG";3010;"A";"Indigen Resurg,Rights & Resist";"SEM";"T";835;1125;51
"INSC";3907;"A";"Topics in Integrated Science";"WKS";"M";935;1125;35
"INSC";3909;"A";"Independent Study";"IND";;;;
"INSC";4907;"A";"Honours Essay & Resea Proposal";"HON";;;;
"INSC";4908;"A";"Honours Project";"HON";;;;
"ISCI";2002;"A";"The Environment:Human Impacts";"LEC";"M";1805;1955;78
"ISCI";2002;"A2";"The Environment:Human Impacts";"TUT";"M";2005;2055;78
"ITAL";1020;"A";"First-Year Italian II";"LEC";"MW";1435;1625;32
"ITAL";1020;"B";"First-Year Italian II";"LEC";"TR";935;1125;29
"ITAL";1020;"C";"First-Year Italian II";"LEC";;;;
"ITAL";1020;"D";"First-Year Italian II";"LEC";"MW";1805;1955;39
"ITAL";2020;"A";"Second-Year Italian II";"LEC";"TR";1135;1325;36
"ITAL";4110;"A";"Intensive Fourth-Year Italian";"LEC";"W";1305;1655;
"ITAL";4110;"A";"Intensive Fourth-Year Italian";"LEC";"F";1135;1325;
"ITAL";4900;"A";"Independent Study";"IND";;;;
"ITAL";4901;"A";"Independent Study";"OTH";;;;
"JAPA";1010;"D";"First-Year Japanese I";"LEC";"TR";1435;1625;31
"JAPA";1020;"A";"First-Year Japanese II";"LEC";"TR";1435;1625;36
"JAPA";1020;"B";"First-Year Japanese II";"LEC";"MW";935;1125;42
"JAPA";2110;"A";"Intensive Second-Year Japanese";"LEC";"MTWR";1435;1625;32
"JAPA";2110;"B";"Intensive Second-Year Japanese";"LEC";"MTRF";935;1125;39
"JAPA";3020;"A";"Third-Year Japanese II";"LEC";"MW";1305;1425;42
"JAPA";3020;"B";"Third-Year Japanese II";"LEC";"MW";1005;1125;27
"JAPA";3021;"A";"Reading in Japnse - Kanji II";"LEC";"TR";1135;1255;39
"JAPA";4020;"A";"Fourth-Year Japanese II";"LEC";"MW";1305;1425;36
"JAPA";4900;"A";"Independent Study";"IND";;;;
"JAPA";4900;"B";"Independent Study";"IND";;;;
"JOUR";1000;"A";"Foundations of Journalism";"LEC";"R";1135;1325;387
"JOUR";1000;"A01";"Foundations of Journalism";"GRP";"R";1635;1725;40
"JOUR";1000;"A02";"Foundations of Journalism";"GRP";"R";1335;1425;31
"JOUR";1000;"A03";"Foundations of Journalism";"GRP";"R";1335;1425;27
"JOUR";1000;"A04";"Foundations of Journalism";"GRP";"R";1335;1425;16
"JOUR";1000;"A05";"Foundations of Journalism";"GRP";"R";1435;1525;40
"JOUR";1000;"A06";"Foundations of Journalism";"GRP";"R";1535;1625;31
"JOUR";1000;"A07";"Foundations of Journalism";"GRP";"R";1435;1525;31
"JOUR";1000;"A08";"Foundations of Journalism";"GRP";"R";1635;1725;16
"JOUR";1000;"A09";"Foundations of Journalism";"GRP";"R";1535;1625;27
"JOUR";1000;"A10";"Foundations of Journalism";"GRP";"R";1435;1525;27
"JOUR";1000;"A11";"Foundations of Journalism";"GRP";"R";1335;1425;39
"JOUR";1000;"A12";"Foundations of Journalism";"GRP";"R";1635;1725;40
"JOUR";1000;"A13";"Foundations of Journalism";"GRP";"R";1635;1725;16
"JOUR";1000;"PA2";"Foundations of Journalism";"PAS";;;;
"JOUR";2201;"A";"Fundamentals of Reporting";"LAB";"M";1135;1725;26
"JOUR";2201;"B";"Fundamentals of Reporting";"LAB";"M";1135;1725;25
"JOUR";2201;"C";"Fundamentals of Reporting";"LAB";"M";1135;1725;25
"JOUR";2201;"D";"Fundamentals of Reporting";"LAB";"R";1135;1725;25
"JOUR";2201;"E";"Fundamentals of Reporting";"LAB";"R";1135;1725;25
"JOUR";2501;"A";"Communications Law I";"LEC";"F";835;1125;204
"JOUR";3207;"B";"Intro to Radio Journalism";"LEC";"M";1135;1725;26
"JOUR";3207;"D";"Intro to Radio Journalism";"LEC";"R";1135;1725;26
"JOUR";3208;"A";"Intro to Television Journalism";"LEC";"M";1135;1725;27
"JOUR";3208;"C";"Intro to Television Journalism";"LEC";"R";1135;1725;27
"JOUR";3215;"C";"Professional Pract & Ethics";"LEC";"W";835;1125;25
"JOUR";3215;"D";"Professional Pract & Ethics";"LEC";"W";1435;1725;25
"JOUR";3225;"C";"Reporting in Depth";"LEC";"T";1805;2055;26
"JOUR";3225;"D";"Reporting in Depth";"LEC";"R";1805;2055;26
"JOUR";3225;"E";"Reporting in Depth";"LEC";"F";835;1125;26
"JOUR";3235;"C";"New Media Reporting";"LEC";"W";835;1125;25
"JOUR";3235;"D";"New Media Reporting";"LEC";"W";1805;2055;25
"JOUR";3405;"A";"Communication Global Context";"LEC";"F";835;1125;56
"JOUR";3407;"A";"Comparative Media Studies";"LEC";"T";1135;1425;71
"JOUR";4001;"A";"Journalism Now -- and Next";"LEC";"M";835;1125;115
"JOUR";4101;"A";"Special Topic";"SEM";"R";1435;1725;27
"JOUR";4101;"G";"Special Topic";"SEM";"T";1435;1725;58
"JOUR";4101;"H";"Special Topic";"SEM";"T";1805;2055;25
"JOUR";4201;"A";"Specialized Reporting";"SEM";"R";835;1125;31
"JOUR";4201;"B";"Specialized Reporting";"SEM";"M";1435;1725;27
"JOUR";4201;"C";"Specialized Reporting";"SEM";"R";1435;1725;42
"JOUR";4201;"D";"Specialized Reporting";"SEM";"R";835;1125;27
"JOUR";4201;"E";"Specialized Reporting";"SEM";"R";835;1125;27
"JOUR";4201;"H";"Specialized Reporting";"SEM";"T";1435;1725;27
"JOUR";4204;"B";"Newsroom: Adv New Media Wksp";"WKS";"F";835;1625;25
"JOUR";4205;"B";"Newsroom: Adv Newspaper Wksp";"WKS";"W";835;1625;24
"JOUR";4206;"B";"Newsroom: Adv Radio Wksp";"WKS";"W";835;1625;26
"JOUR";4207;"B";"Newsroom: Adv Television Wksp";"WKS";"W";835;1625;27
"JOUR";4208;"D";"Prof Prac: Specialized Media";"LAB";"R";1835;2025;31
"LACS";1002;"A";"Intr Latin Americ&Carribbea II";"LEC";"TR";1135;1255;79
"LACS";4001;"A";"Issues Latin Amer & Carbbn Std";"SEM";"F";1435;1725;23
"LANG";1020;"A";"Introduction to a Language II";"LEC";"MW";935;1125;27
"LANG";1020;"C";"Introduction to a Language II";"LEC";;;;
"LATN";1006;"A";"Introduction to Latin II";"LEC";"WF";1435;1625;47
"LATN";1006;"B";"Introduction to Latin II";"LEC";"MW";1135;1325;58
"LATN";2201;"A";"Intermediate Latin II";"TUT";"F";1135;1425;40
"LATN";3901;"B";"Advanced Latin II";"TUT";"R";1435;1725;19
"LATN";4901;"B";"Directed Study";"IND";"R";1435;1725;19
"LAWS";1000;"A";"Introduction to Legal Studies";"LEC";"W";835;1025;391
"LAWS";1000;"A01";"Introduction to Legal Studies";"GRP";"W";1035;1125;36
"LAWS";1000;"A02";"Introduction to Legal Studies";"GRP";"W";1135;1225;29
"LAWS";1000;"A03";"Introduction to Legal Studies";"GRP";"W";1035;1125;36
"LAWS";1000;"A04";"Introduction to Legal Studies";"GRP";"W";1135;1225;27
"LAWS";1000;"A05";"Introduction to Legal Studies";"GRP";"W";1035;1125;29
"LAWS";1000;"A06";"Introduction to Legal Studies";"GRP";"W";1135;1225;35
"LAWS";1000;"A07";"Introduction to Legal Studies";"GRP";"W";1035;1125;35
"LAWS";1000;"A08";"Introduction to Legal Studies";"GRP";"W";1135;1225;59
"LAWS";1000;"A09";"Introduction to Legal Studies";"GRP";"W";1035;1125;35
"LAWS";1000;"A10";"Introduction to Legal Studies";"GRP";"W";1135;1225;40
"LAWS";1000;"B";"Introduction to Legal Studies";"LEC";"F";1435;1625;391
"LAWS";1000;"B01";"Introduction to Legal Studies";"GRP";"F";1635;1725;40
"LAWS";1000;"B02";"Introduction to Legal Studies";"GRP";"F";1335;1425;39
"LAWS";1000;"B03";"Introduction to Legal Studies";"GRP";"F";1635;1725;40
"LAWS";1000;"B04";"Introduction to Legal Studies";"GRP";"F";1335;1425;47
"LAWS";1000;"B05";"Introduction to Legal Studies";"GRP";"F";1635;1725;43
"LAWS";1000;"B06";"Introduction to Legal Studies";"GRP";"F";1335;1425;35
"LAWS";1000;"B07";"Introduction to Legal Studies";"GRP";"F";1635;1725;29
"LAWS";1000;"B08";"Introduction to Legal Studies";"GRP";"F";1335;1425;30
"LAWS";1000;"B09";"Introduction to Legal Studies";"GRP";"F";1635;1725;30
"LAWS";1000;"B10";"Introduction to Legal Studies";"GRP";"F";1335;1425;28
"LAWS";1000;"C";"Introduction to Legal Studies";"LEC";"T";1435;1625;331
"LAWS";1000;"C01";"Introduction to Legal Studies";"GRP";"T";1635;1725;36
"LAWS";1000;"C02";"Introduction to Legal Studies";"GRP";"T";1805;1855;30
"LAWS";1000;"C03";"Introduction to Legal Studies";"GRP";"T";1635;1725;39
"LAWS";1000;"C04";"Introduction to Legal Studies";"GRP";"T";1805;1855;28
"LAWS";1000;"C05";"Introduction to Legal Studies";"GRP";"T";1635;1725;43
"LAWS";1000;"C06";"Introduction to Legal Studies";"GRP";"T";1805;1855;31
"LAWS";1000;"C07";"Introduction to Legal Studies";"GRP";"T";1635;1725;28
"LAWS";1000;"C08";"Introduction to Legal Studies";"GRP";"T";1805;1855;36
"LAWS";1000;"C09";"Introduction to Legal Studies";"GRP";"T";1635;1725;35
"LAWS";1000;"C10";"Introduction to Legal Studies";"GRP";"T";1805;1855;40
"LAWS";1000;"COD";"Introduction to Legal Studies";"VOD";;;;
"LAWS";1000;"D";"Introduction to Legal Studies";"LEC";"W";1435;1625;391
"LAWS";1000;"D01";"Introduction to Legal Studies";"GRP";"W";1635;1725;51
"LAWS";1000;"D02";"Introduction to Legal Studies";"GRP";"W";1335;1425;40
"LAWS";1000;"D03";"Introduction to Legal Studies";"GRP";"W";1635;1725;42
"LAWS";1000;"D04";"Introduction to Legal Studies";"GRP";"W";1335;1425;23
"LAWS";1000;"D05";"Introduction to Legal Studies";"GRP";"W";1635;1725;96
"LAWS";1000;"D06";"Introduction to Legal Studies";"GRP";"W";1335;1425;39
"LAWS";1000;"D07";"Introduction to Legal Studies";"GRP";"W";1635;1725;30
"LAWS";1000;"D08";"Introduction to Legal Studies";"GRP";"W";1335;1425;27
"LAWS";1000;"D09";"Introduction to Legal Studies";"GRP";"W";1635;1725;32
"LAWS";1000;"D10";"Introduction to Legal Studies";"GRP";"W";1335;1425;36
"LAWS";1000;"PA1";"Introduction to Legal Studies";"PAS";;;;
"LAWS";1000;"PB2";"Introduction to Legal Studies";"PAS";;;;
"LAWS";1000;"PC3";"Introduction to Legal Studies";"PAS";;;;
"LAWS";1000;"PD4";"Introduction to Legal Studies";"PAS";;;;
"LAWS";1000;"V";"Introduction to Legal Studies";"LEC";;;;
"LAWS";1000;"V1";"Introduction to Legal Studies";"GRP";;;;
"LAWS";1000;"VOD";"Introduction to Legal Studies";"VOD";;;;
"LAWS";2105;"C";"Social Justice & Human Rights";"LEC";"R";1135;1425;96
"LAWS";2201;"D";"Persons and Property";"LEC";"M";1435;1725;96
"LAWS";2202;"A";"Obligations";"LEC";"M";1805;2055;98
"LAWS";2202;"C";"Obligations";"LEC";"W";1805;2055;96
"LAWS";2202;"D";"Obligations";"LEC";"F";1435;1725;96
"LAWS";2202;"E";"Obligations";"LEC";"R";1805;2055;78
"LAWS";2301;"C";"Criminal Justice System";"LEC";"T";1135;1425;96
"LAWS";2302;"A";"Criminal Law";"LEC";"W";1805;2055;98
"LAWS";2302;"AOD";"Criminal Law";"VOD";;;;
"LAWS";2302;"C";"Criminal Law";"LEC";"T";1805;2055;96
"LAWS";2302;"D";"Criminal Law";"LEC";"M";1805;2055;96
"LAWS";2302;"E";"Criminal Law";"LEC";"R";1805;2055;96
"LAWS";2302;"F";"Criminal Law";"LEC";"F";1135;1425;102
"LAWS";2302;"V";"Criminal Law";"LEC";;;;
"LAWS";2302;"VOD";"Criminal Law";"VOD";;;;
"LAWS";2501;"B";"Law, State and Constitution";"LEC";"M";1135;1425;78
"LAWS";2501;"D";"Law, State and Constitution";"LEC";"T";1805;2055;79
"LAWS";2502;"A";"Law, State and Citizen";"LEC";"R";1805;2055;98
"LAWS";2502;"AOD";"Law, State and Citizen";"VOD";;;;
"LAWS";2502;"B";"Law, State and Citizen";"LEC";"W";1135;1425;98
"LAWS";2502;"C";"Law, State and Citizen";"LEC";"F";835;1125;96
"LAWS";2502;"PA1";"Law, State and Citizen";"PAS";"MWF";935;1025;11
"LAWS";2502;"V";"Law, State and Citizen";"LEC";;;;
"LAWS";2502;"VOD";"Law, State and Citizen";"VOD";;;;
"LAWS";2601;"C";"Public International Law";"LEC";;;;
"LAWS";2601;"D";"Public International Law";"LEC";"W";1135;1425;98
"LAWS";2908;"D";"Approaches in Legal Studies I";"LEC";"W";1435;1555;79
"LAWS";2908;"D01";"Approaches in Legal Studies I";"TUT";"W";1605;1725;94
"LAWS";2908;"E";"Approaches in Legal Studies I";"LEC";"R";1005;1125;79
"LAWS";2908;"E01";"Approaches in Legal Studies I";"TUT";"R";1135;1255;79
"LAWS";2908;"F";"Approaches in Legal Studies I";"LEC";"F";1005;1125;79
"LAWS";2908;"F01";"Approaches in Legal Studies I";"TUT";"F";1135;1255;79
"LAWS";3003;"B";"Contracts";"LEC";"M";1805;2055;66
"LAWS";3006;"B";"Mediation";"LEC";"T";1805;2055;69
"LAWS";3201;"B";"Business Enterprise Frameworks";"LEC";"T";1805;2055;58
"LAWS";3206;"B";"Banking Law";"LEC";"R";1805;2055;66
"LAWS";3208;"A";"International Trade Regulation";"LEC";"T";1135;1425;66
"LAWS";3305;"C";"Crime and State in History";"LEC";"R";1805;2055;61
"LAWS";3305;"D";"Crime and State in History";"LEC";"W";1805;2055;78
"LAWS";3306;"A";"Crime, Law, Process & Politics";"LEC";"R";1805;2055;59
"LAWS";3306;"AOD";"Crime, Law, Process & Politics";"VOD";;;;
"LAWS";3306;"V";"Crime, Law, Process & Politics";"LEC";;;;
"LAWS";3306;"VOD";"Crime, Law, Process & Politics";"VOD";;;;
"LAWS";3307;"C";"Youth and Criminal Law";"LEC";"M";1135;1425;91
"LAWS";3307;"D";"Youth and Criminal Law";"LEC";"T";1805;2055;66
"LAWS";3308;"B";"Punishment and The Law";"LEC";"T";1805;2055;66
"LAWS";3401;"B";"Employment Law";"LEC";"W";1805;2055;79
"LAWS";3500;"A";"Constitutional Law";"LEC";"M";1435;1725;58
"LAWS";3501;"A";"Law in the Information Society";"LEC";"T";835;1125;61
"LAWS";3503;"B";"Equality & Discrimination";"LEC";"M";1435;1725;69
"LAWS";3504;"A";"Law and Aboriginal Peoples";"LEC";"R";1135;1425;66
